source,target,weight,source_community,target_community
18,8,32.350506919162136,62,62
18,14,47.3281575555596,62,62
18,53,45.88473321024233,62,103
18,59,41.03704549651282,62,62
14,51,39.37662666227728,62,62
14,0,59.75548884052987,62,103
14,8,47.00636375705097,62,62
14,70,20.23882304372428,62,103
14,30,42.73172932305638,62,62
14,17,33.56735910485145,62,62
14,25,23.782469883653217,62,103
56,72,25.049498396111403,62,62
56,57,42.721668458812765,62,103
111,79,21.31860679884144,103,103
79,99,24.98353120101788,103,103
79,78,32.198071014100535,103,16
99,78,24.554202817668248,103,16
99,77,23.602587607535277,103,103
78,91,28.375405907346195,16,16
78,77,26.52860759980952,16,103
6,41,39.77803622570551,103,103
6,7,87.21964246099864,103,103
6,81,30.341581071883272,103,103
6,13,78.75928046651394,103,103
6,32,57.15857405623158,103,103
6,48,46.36509077387072,103,62
41,75,33.661083176336234,103,103
41,42,50.984730766476574,103,103
42,9,26.04945930410044,103,102
42,10,23.201095658265963,103,103
42,2,32.52356510452292,103,103
42,3,43.954259225314345,103,103
42,62,21.619803035260286,103,103
42,60,25.11618282046237,103,103
42,20,25.041214810765112,103,103
66,80,31.03648178393663,102,102
66,65,38.87998222920348,102,62
65,51,26.032697164489267,62,62
51,86,29.840445766924983,62,102
51,17,31.62020230471286,62,62
51,31,31.510711170360768,62,62
51,25,20.42587841667116,62,103
51,70,24.153685861107466,62,103
51,29,24.43382880528071,62,62
51,30,47.56352702530362,62,62
51,52,20.11309966430225,62,103
51,8,23.082664020750425,62,62
17,29,31.924272588963444,62,62
17,31,22.3209731892725,62,62
17,30,55.19274755197871,62,62
17,22,61.53102297253567,62,102
17,25,24.9979588147436,62,103
17,16,65.12985505970208,62,102
31,87,20.22800685545149,62,62
31,29,48.76806081178149,62,62
31,30,58.65780661217398,62,62
31,93,22.85555700027764,62,62
31,76,33.554731128787694,62,103
25,0,23.639529235488705,103,103
25,8,32.070376656092115,103,62
25,24,60.5459411279876,103,62
25,70,20.18548801090922,103,103
70,8,26.230983374393585,103,62
29,16,21.543458417676824,62,102
29,30,58.829076622959285,62,62
30,22,22.16325031188543,62,102
30,16,23.40192325369395,62,102
8,59,22.2164407540198,62,62
8,24,20.92318766828214,62,62
8,108,22.16103641345508,62,62
50,49,48.583173464083416,102,102
50,64,21.080478447912995,102,62
50,76,27.473141406934243,102,103
49,64,28.16821301315872,102,62
64,63,38.88811575032741,62,16
64,34,27.70879277472438,62,16
64,95,25.357412874239948,62,103
64,81,23.41281493970028,62,103
64,85,29.894342585346926,62,62
64,101,21.131792917374074,62,16
64,84,29.945400773839896,62,62
64,46,21.17036044400364,62,16
43,27,50.79184563415286,43,43
43,26,21.62593446217338,43,43
43,106,22.757440009799737,43,43
27,26,59.82678558413366,43,43
72,107,22.175589109335288,62,62
72,2,21.646667877763228,62,103
72,3,26.11759862631264,62,103
72,71,33.69066907565828,62,62
94,55,21.82760476470736,62,62
94,54,22.717442387504864,62,102
63,101,24.71706557378606,16,16
63,34,27.09695712998492,16,16
34,77,23.075440145975143,16,103
34,33,56.20246391729147,16,62
10,9,80.89104614147385,103,102
10,83,30.144660032562147,103,103
10,46,24.301045666206715,103,16
9,46,22.320432253935472,102,16
9,90,28.403647769064776,102,102
46,45,49.90594295368325,16,62
46,58,25.251371861419308,16,16
46,82,30.27077436735024,16,102
46,89,28.53574785327096,16,102
53,88,28.79989665496036,103,62
59,100,24.9192961821526,62,62
77,61,33.47708077913068,103,103
45,58,42.33664313992495,62,16
45,93,22.48925264318247,62,62
93,76,26.28018174137368,62,103
93,5,25.69011032907274,62,16
93,4,21.79517505760149,62,16
61,96,25.314659453818305,103,103
61,2,34.100052024791246,103,103
61,20,24.933802259856545,103,103
61,3,39.53022984092444,103,103
76,87,29.349098676116647,103,62
47,35,45.26074988295236,78,78
47,36,49.61621727834464,78,78
35,36,54.50523562629742,78,78
16,22,25.480581476491025,102,102
62,2,39.4069459855106,103,103
62,20,24.06449025192885,103,103
62,3,30.61333985121873,103,103
2,23,30.232903706376277,103,103
2,71,21.210956925188103,103,62
2,20,64.10989821309226,103,103
2,60,39.90817378554484,103,103
2,3,103.26828446355265,103,103
23,3,57.04039265671136,103,103
23,20,60.61682620955685,103,103
71,3,20.16560629687762,62,103
20,60,27.964591852574834,103,103
20,3,63.33021731315284,103,103
60,3,39.812105148516856,103,103
7,32,36.02337467321895,103,103
7,13,79.08853577916759,103,103
7,48,48.62033486702057,103,62
81,13,24.763189829170084,103,103
81,84,20.860246776482484,103,62
13,32,47.97788760375011,103,103
13,48,43.41882511710604,103,62
32,48,34.71286507120063,103,62
84,113,20.24069060325144,62,62
82,89,23.21869703965049,102,102
89,114,20.021932698311588,102,102
55,54,45.06151433906438,62,102
109,110,21.364077886249937,109,109
5,4,95.36131071220332,16,16
73,74,33.685943095200074,113,113
