source,target,weight,source_community,target_community
50,49,48.583173464083416,82,82
50,64,21.080478447912995,82,33
50,76,27.473141406934243,82,82
49,64,28.16821301315872,82,33
64,63,38.88811575032741,33,33
64,34,27.70879277472438,33,82
64,95,25.357412874239948,33,82
64,81,23.41281493970028,33,33
64,85,29.894342585346926,33,33
64,101,21.131792917374074,33,33
64,84,29.945400773839896,33,33
64,46,21.17036044400364,33,33
43,27,50.79184563415286,43,43
43,26,21.62593446217338,43,43
43,106,22.757440009799737,43,43
27,26,59.82678558413366,43,43
72,107,22.175589109335288,33,82
72,2,21.646667877763228,33,82
72,3,26.11759862631264,33,33
72,71,33.69066907565828,33,33
94,55,21.82760476470736,33,33
94,54,22.717442387504864,33,33
63,101,24.71706557378606,33,33
63,34,27.09695712998492,33,82
34,77,23.075440145975143,82,33
34,33,56.20246391729147,82,33
10,9,80.89104614147385,82,82
10,83,30.144660032562147,82,82
10,46,24.301045666206715,82,33
9,46,22.320432253935472,82,33
9,90,28.403647769064776,82,33
46,45,49.90594295368325,33,33
46,58,25.251371861419308,33,33
46,82,30.27077436735024,33,33
46,89,28.53574785327096,33,33
53,88,28.79989665496036,82,82
59,100,24.9192961821526,82,33
77,61,33.47708077913068,33,82
45,58,42.33664313992495,33,33
45,93,22.48925264318247,33,33
93,76,26.28018174137368,33,82
93,5,25.69011032907274,33,82
93,4,21.79517505760149,33,82
61,96,25.314659453818305,82,82
61,2,34.100052024791246,82,82
61,20,24.933802259856545,82,82
61,3,39.53022984092444,82,33
76,87,29.349098676116647,82,82
47,35,45.26074988295236,79,79
47,36,49.61621727834464,79,79
35,36,54.50523562629742,79,79
16,22,25.480581476491025,82,82
62,2,39.4069459855106,82,82
62,20,24.06449025192885,82,82
62,3,30.61333985121873,82,33
2,23,30.232903706376277,82,33
2,71,21.210956925188103,82,33
2,20,64.10989821309226,82,82
2,60,39.90817378554484,82,82
2,3,103.26828446355265,82,33
23,3,57.04039265671136,33,33
23,20,60.61682620955685,33,82
71,3,20.16560629687762,33,33
20,60,27.964591852574834,82,82
20,3,63.33021731315284,82,33
60,3,39.812105148516856,82,33
7,32,36.02337467321895,33,82
7,13,79.08853577916759,33,33
7,48,48.62033486702057,33,82
81,13,24.763189829170084,33,33
81,84,20.860246776482484,33,33
13,32,47.97788760375011,33,82
13,48,43.41882511710604,33,82
32,48,34.71286507120063,82,82
84,113,20.24069060325144,33,33
82,89,23.21869703965049,33,33
89,114,20.021932698311588,33,33
55,54,45.06151433906438,33,33
109,110,21.364077886249937,109,109
5,4,95.36131071220332,82,82
73,74,33.685943095200074,114,114
